Tweets,Category
@JustRohit Please share a photo of their printed wedding invite. More details here #LuxAnniversary,1
#OlaOutstation FTW! https://t.co/HC11qTJ8k3,1
"Contest ends tomorrow! Share an offbeat location in India with #OlaOutstationWithFab &amp; you could WIN 

Details: https://t.co/g2gIEAkK9F https://t.co/64vqGPdUWQ",1
#Bangalore Open the Ola app between 12PM &amp; 4PM today and tap on the SUNBURN icon to win FREE passes #SunburnWithOla https://t.co/z0GcxAd0eE https://t.co/jaB2ljV7rK,1
#Bangalore Limited VIP passes to @SunburnFestival are up for grabs! More details coming soon. #StayTuned #SunburnWithOla https://t.co/qOWhaKx6yv,1
#Bengaluru - Have a great time at #SunburnArena &amp; get back home safe with @Olacabs Shuttle: https://t.co/4ObuVAHvRr #SunburnWithOla,1
Congrats @onlyprathamesh!! You've been selected as the winner of #OlaOutstationWithFab. You've won yourself a 3D/2N stay with @FabHotels! https://t.co/q9xL4InqOY,1
@AnandSainath Thanks Anand! Welcome to the #PrimeLife ??,1
"Hey #Bangalore, free passes to the @SunburnFestival up for grabs. 
RT to start the contest! #SunburnWithOla",1
"#Bangalore Tell us what you would trade for a free pass to the @SunburnFestival happening today, and you may win one! #SunburnWithOla https://t.co/FQUWZ2hcEP",1
.@OnePlus_IN You heard that right. Way faster than 30! Want to challenge us to a delivery dare?,1
.@OnePlus_IN Challenge Accepted! We'll ensure the OnePlus 3T reaches in 15mins else they get free OnePlus merchandise! Deal? #OnePlusOlaDash,1
"Congrats @kukki1411, @lafoot1, @anirudhchaudhr1, @Justinmathew20 &amp; @RomitLakra. You have won passes to the @SunburnFestival 
#SunburnWithOla",1
"Congrats @maloochirag, @rohithamiah, @AnushaDoshi2 &amp; @jeeveshbaliya #SunburnWithOla. You have won yourself couple passes to @SunburnFestival",1
.@Olacabs Youre on! Let the rides begin. Well even give out some exclusive merchandise for #OlaSelect members! #OnePlusOlaDash,1
"Hey folks, ready to celebrate the New Year's Eve in style with @FabHotels? We have something coming up #StayTuned #OlaOutstationWithFab",1
Share an offbeat destination in India &amp; WIN a new year's eve package from @FabHotels. Details: https://t.co/7vqXsrNDjY #OlaOutstationWithFab https://t.co/quBNfHq3vp,1
**Contest Alert** @ContestIndia_ @ContestBoard @Contest_Hub @Contesttable @thefreejinn @Contest_Alert #OlaOutstationWithFab https://t.co/qMLSq8MdK9,0
#Bangalore #Delhi Open the Ola App &amp; tap the OnePlus icon for a chance to preview the new OnePlus 3T at your doorstep! #OnePlusOlaDash https://t.co/tjN62j4qj2,1
#Bangalore #Delhi Participate in the 15 Minute Challenge to win exclusive OnePlus merchandise! https://t.co/binbwmvVrp #OnePlusOlaDash,1
A breather from the Bangalore rains. Booking myself a cab with @Olacabs  today. #OnePlusOlaDash,0
"Due to the calamity caused by Cyclone Vardah, we are suspending peak pricing in Chennai. Stay strong, #Chennai!
https://t.co/DUtxvZI4by https://t.co/Um0wOnX2kL",1
"@PulkitSaboo Thanks for letting us know, Pulkit. We'll ensure that the driver partner is recognized &amp; rewarded. #OlaStar",1
"@optimus_bharat Thanks for the shout out, Bharat! We'll ensure that your appreciation reaches Mr.Sunil. Have a great day ahead ??",1
#Mumbai #Hyderabad Open the Ola App &amp; tap the OnePlus icon for a chance to preview the new OnePlus 3T at your doorstep! #OnePlusOlaDash https://t.co/Re59iHz1Fw,1
#Delhi have friends or family that are celebrating their birthdays this month? Win @giftxoxo_frogo vouchers. Details https://t.co/hLjHekHiyW https://t.co/TB21Vo23kg,1
"@vishal_kalyani @OnePlus_IN Keep trying, Vishal!??",0
"Exclusive sale on 15-16 Dec! Buy your first #SharePassAtRe1.
Only limited passes up for grabs! 
Details: https://t.co/LtBVf8tBa8 https://t.co/CvMA6QDP6S",0
"Share an offbeat destination in India &amp; you could WIN stay @FabHotels this New year's eve #OlaOutstationWithFab 
https://t.co/7vqXsrNDjY https://t.co/yV5O9Qom6H",1
"@bhansalip Happy Anniversary, you have won a #OlaLux. DM us your phone number &amp; address. #LuxAnniversary",1
Exclusive sale has started! Have you got your #SharePassAtRe1.,1
"Today and tomorrow buy Share Pass at just Re.1! Share your rides at fixed fares. #SharePassAtRe1
More: https://t.co/LtBVf8tBa8 https://t.co/pRQToxoDa9",1
#Pune #Kolkata Open the Ola App &amp; tap the @OnePlus_IN icon for a chance to preview the new OnePlus 3T at your doorstep! #OnePlusOlaDash https://t.co/BdgvvD7FyM,1
@Balaji1997 It means 70 for two.  #SharePassAtRe1,0
Thanks to the incredible response we've increased the number of Share Passes. Grab yours at Re.1 NOW! Limited period offer. #SharePassAtRe1,1
"#Pune #Kolkata Participate in the 15 Minute Challenge to win exclusive @OnePlus_IN merchandise! #OnePlusOlaDash
More:https://t.co/binbwmvVrp",1
"Last 1000 passes up for grabs today! Hurry and get yours NOW. 
#SharePassAtRe1",0
@milindrunning And thank you for inspiring us to keep running and living the healthy life!,1
SharePass sale over for today. Watch out for the sale to begin at midnight for Day 2! #SharePassAtRe1,0
Thank you @Olacabs for your support to the Barefoot Marathon :) #OlaOutstation #Bengaluru2Coorg https://t.co/geJusut8mo,1
@therecyclegirl Wah!  There could be no better welcome to the city than with Bhajiya and Vada Paav! #ShareTales,1
"@UmaMaheswari_S #ICYMI We've partnered with Apple Music for #OlaPlay
https://t.co/WIQpnizeB6",0
"5 minutes more to go to get your hands on to Share Pass at Re.1. Hurry, limited period offer.
#SharePassAtRe1
More: https://t.co/LtBVf8tBa8",1
What would you do with Re.1 today?,0
"SharePass at the value of a candy. 
#SharePassAtRe1 https://t.co/MM5UTbGfFk",1
"SharePass at the value of a sharpener.
#SharePassAtRe1 https://t.co/5QBvStcRnr",1
"Ola SharePass at the value of a ketchup sachet.
#SharePassAtRe1 https://t.co/hAkC7K8bqu",1
Such a sweet thing when the @Olacabs guy wants a selfie with u. Feeling honoured! Day is made! #Conversations #Highway #Office #LoveMyWork https://t.co/hvQZqgkO5C,1
"Last 5000 passes up for grabs today! Hurry and get yours NOW. 
#SharePassAtRe1",0
"Celebrating a wedding anniversary between 16-31 Dec? Share photo of your wedding invite &amp; WIN #LuxAnniversary ride!
https://t.co/5Y2mOh3cQh https://t.co/Htl3ULkWl8",1
"@dspunkytraveler But you could use Ola Money. In fact if it's your first recharge, you even get a free ride worth Rs.100 @olamoney_in",1
@dspunkytraveler @olamoney_in Recharge your account and apply the code CASHLESS on the next Ola Ride.,0
@techbugterminal Wy don't you try #OlaPlay cabs?,0
Sure. More to come! #OlaPlay https://t.co/qL3H3lTe7m,1
Congrats @JagadishKusumba!! You've been selected as the winner of #OlaOutstationWithFab. You've won yourself stay with @FabHotels!,1
The exclusive Share Pass sale has ended. Keep riding at fixed fares. #SharePassAtRe1,1
"#Bangalore Relive the magic of ""Home Alone"" in the exclusive Ola Prime Lounge which you can access by flashing your Ola Prime ride invoice! https://t.co/lm636d53II",0
"Shoot a video review on HolidayIQ app and get INR 300* in your @Olacabs wallet!
Earn &amp; pay as you travel. Shoot NOW! https://t.co/pMpHCU6j1P https://t.co/Mp2JsQ9P0O",0
Get cash at your doorstep! Open your Ola App tomorrow between 11AM-3PM &amp; click on the YESBANK icon #OlaCashOnDemand https://t.co/jIXTlQwC4t https://t.co/UPggxHk3Li,0
"Get cash at your doorstep! Open your Ola App on 20th Dec, 11AM to 3PM &amp; click on the YESBANK icon. #OlaCashOnDemand https://t.co/jIXTlQwC4t https://t.co/JgDc8YcxHf",0
#Bangalore #Delhi #Mumbai #Chennai Open the Ola App &amp; click on the @YesBank icon to withdraw money at your doorstep. #OlaCashOnDemand,0
#Kolkata #Hyderabad #Pune #Jaipur #Ahmedabad Open your Ola App &amp; tap the @YesBank icon to withdraw money at your doorstep #OlaCashOnDemand,0
"@CyrilDabs Thanks for the shout out, Cyril! ??",1
Here's Saumya from #Hyderabad who had just withdrawn money at her doorstep with #OlaCashOnDemand powered by @YESBANK! https://t.co/SZNaHoKoUw,0
Ola is committed to our PM @narendramodi #SkillIndia mission. Signed an MoU in presence of PM today to invest 100 Cr https://t.co/N5lrGY2297,1
"Here is Mr. Pradeep from Sunpada, #Mumbai withdrawing money from #OlaCashOnDemand powered by @YESBANK https://t.co/9gpWndMYit",0
"Mr. Abhiram from Banjara Hills, #Hyderabad gives a big thumbs up ??after withdrawing money from #OlaCashOnDemand powered by @YESBANK https://t.co/n0Jflpn5Eb",0
"From T Nagar #Chennai, Mr.Aravind has just withdrawn money from #OlaCashOnDemand powered by @YESBANK! https://t.co/zT6qt7WMCS",0
@CyrilDabs @sahilm87 Demand is through the roof! We'll see what can be done.,0
@heena29784 @YESBANK @heena29784 Works for debit cards from most banks! @YESBANK,0
We just love to keep our customers super delighted. Get cash delivered on your doorstep with @Olacabs. #OlaCashOnDemand https://t.co/bQ3WcXALKA,1
"Mr. Saarthak from #Bangalore is really excited to withdraw money from #OlaCashOnDemand powered by @YESBANK, right outside his office,!?? https://t.co/dpgLxOwtH6",1
"Happy customers from #Pune, after withdrawing money from their doorstep! #OlaCashOnDemand powered by @YESBANK https://t.co/7v0RtBY7XE",1
"@gadha Welcome back, Abhinav. We're glad you like our new features. And there are still a lot more coming soon! ????",1
"Thanks for the overwhelming response, folks! #OlaCashOnDemand has come to a close for today! 
A big thanks to @YESBANK for their support!",1
"Pay for your Ola rides using debit/credit cards &amp; get Rs.75 cashback on your first card ride. https://t.co/ynkDb7NHfW
#CashlessChalegaIndia https://t.co/ojOqMVBfcV",0
Our friends at @Olacabs have shuttle services for everyone in #Pune to reach #Sunburn10 safely. For more info: https://t.co/VnFkgewnn7,1
@udayan_sd Oh you shouldn't have :( https://t.co/2SK8e2j3iH,1
#Bangalore https://t.co/aWz6nkQ1Et,0
"Enjoy #SunburnWithOlaSelect membership and get exclusive privileges including passes, VIP lounges and more!
Details: https://t.co/azyxcugzTC https://t.co/C6FZ4HPk4x",1
Party hard at #Sunburn10 &amp; let @Olacabs take care of your travel. More info: https://t.co/iWZDNmjYT5 // #OlaTakeMeToSunburn https://t.co/KP9w0BRj3M,1
"@Dhichkyaaon How small things like a greeting can go such a long way to make one's day pleasant! Glad to hear this, have a great day!",1
"Hey all you #EDM fans, we have a few #Sunburn10 passes up for grabs. 
Want? 100 RTs to get the contest started!  #OlaTakeMeToSunburn",1
And... did you travel at Rs. 29/4 km? #OlaAuto https://t.co/F4VRQS3AMb,0
"@madhan_g If you're inconvenienced by a passenger, you can just request him/her- we're sure they'd comply. Respecting mutual space is imp!",1
"Thanks for all the RTs, guys! The contest will start shortly! Make some noise and show your love. 
#OlaTakeMeToSunburn",1
"Complete the 4 steps for a chance to WIN free couple passes to #Sunburn10.
#OlaTakeMeToSunburn
For more details: https://t.co/dj0Y2ubW7Q https://t.co/CcUxOCBztp",1
"All those who are sharing your dance moves #Boomerang, don't forget to keep your profiles public, to help us find you #OlaTakeMeToSunburn",1
@houseofvijay Eagerly waiting for it! #OlaTakeMeToSunburn,1
"Hey peeps, don't forget to share your #Boomerang on Instagram to complete Step 4 of #OlaTakeMeToSunburn 
Details: https://t.co/dj0Y2utxwq",0
#Bangalore https://t.co/AjeK8bGk48,0
@aatifsumar Nice to hear. But more keen to hear about your Select experience. Over DM perhaps?,1
"@kanjain1995 @VJAnusha @kanjain1995 Hey Kanish, don't forget to share this on #Instagram with #OlaTakeMeToSunburn and tag us.",0
"@Edm_girl07 @Edm_girl07 Hey Pankti, hope you've also shared this on #Instagram with #OlaTakeMeToSunburn. And don't forget to tag us too ??",1
@Edmfan4Edm @VJAnusha @Edmfan4Edm Awesome! #OlaTakeMeToSunburn,1
@ChandwaniJaanvi @ChandwaniJaanvi Good luck ?? #OlaTakeMeToSunburn,1
@kela_shubham @kela_shubham Don't forget to complete all 4 steps! 2016 may be your lucky year ?? #OlaTakeMeToSunburn,1
"@mkj812 @VJAnusha @mkj812 Hey Mohit, don't forget to share this on #Instagram with #OlaTakeMeToSunburn and tag us.",0
@Manan48 @Manan48 Nice moves! Don't forget to share this on Instagram with the HT #OlaTakeMeToSunburn and keep the post public ??,1
@kars007bond Hit the category panel to get out the screen. Let us know if it works?  Cheers!,1
"Pay with #OlaMoney on @BookMyShow &amp; get 25% CASHBACK, upto Rs.100. 
Offer valid only till 25th December!
Details: https://t.co/I0tushCmvb https://t.co/7lGb3gbW29",0
@prateekkesharii @WestworldHBO giving out spoilers #notcool https://t.co/BOLtMDKTaH,1
"Heres wishing you a Merry Christmas and a Happy 2017 from all of us at Ola.
#MerryChristmas https://t.co/XNaBOKuqZC",1
"#merrychristmas #Delhi
Open the Ola app &amp; tap on the Christmas icon from 12PM-4PM to receive a cake at your doorstep https://t.co/P4kHVzbjcp https://t.co/EVpxPKHaDf",0
"My dream is to drive, over the rainbow so highhhhhhhhhhh",1
Its my lifeeee. Its now or ever. I aint gonna drive forever,0
"Bro @onlybabasehgal , aaja meri gaadi mein baet ja, and then let's go to the Gym!",0
Hey @ZomatoIN YOUR CUTE,1
@ZomatoIN YOURE*,0
Xcuse the typos @ZomatoIN,0
.@AllIndiaBakchod is very Hillary,0
@AllIndiaBakchod *hilarious,0
Hey @Flipkart - lets put one for the road!,0
"@Varun_Pandula Relax, this is an intern-al issue. #LOL",1
".@TheViralFever   Purushottam Ji, f youre out drinking tonight, give me a shout lol",1
Naam toh ek dum pirated hai @Netflicks,0
That feeling when you tag the wrong handle and waiting for reply #facepalm  @NetflixIndia,0
@mojorojo We wish you a merry christmas...,1
@sangram_lenin You mean in madira pradesh?,0
woskdow skash dhsahd sjakkha sahhjlsaash asjkakhas,0
"@BhatkaPanchi So high so gihg
https://t.co/9AkZoYGdDC",0
"@ameyalokhande I follow you 
https://t.co/k2R50fS4eN",0
@stupidusmaximus Arre kahan aisa kuch kiya yaar?,0
I am totally in controlllllllllllllllllll #feelinggood,0
"About those last tweets, drunk tweeting is dangerous, imagine what drunk driving can do.  #PeekeMatChala https://t.co/n5GbBlXuTw",0
"Drink Dont Drive.
Drive Dont Drink.
Pick a Side.
Let AIB and Ola tell you how. #PeekeMatChala https://t.co/lFQbLCkQ3Z",0
"@vinaydokania 
Drink Dont Drive. 
Drive Dont Drink. 
Pick a Side. 
Let AIB and Ola tell you how. #PeekeMatChala",0
"@Kuptaan 
Drink Dont Drive. 
Drive Dont Drink. 
Pick a Side. 
Let AIB and Ola tell you how. #PeekeMatChala",0
"@jdallcaps 
Drink Dont Drive. 
Drive Dont Drink. 
Pick a Side. 
Let AIB and Ola tell you how. #PeekeMatChala",0
"@YashasviRS 
Drunk tweeting is dangerous, imagine what drunk driving can do.  #PeekeMatChala",0
"Hey guys, #OlaTakeMeToSunburn contest is closed. Winners to be announced shortly.",1
@abhishekgite  Firgun- that feeling of immense pleasure knowing a customer has had a good successful  LIFO Share ride,1
@RoevanScoob @Ashok_Magadh this was a part of the campaign to create awareness against drinking and driving. #PeekeMatChala,1
"Congrats, you all have won couple passes to sunburn.
First list of the winners:@Edmfan4Edm, @Edm_girl07 &amp; @EDMLover143
#OlaTakeMeToSunburn",1
"Congrats guys! Second list of winners: @kela_shubham, @kanjain1995, @karangndh, @ChandwaniJaanvi, @chetan19326691
#OlaTakeMeToSunburn",1
